gas_price,value,gas_limit,data_size,nonce_conflict,nonce_gap,gas_differential,gas_volatility,submission_frequency,arrival_interval,balance_adequacy,recipient_similarity,attack_type
25000000000,49388007990967625,103129,98,0,0,0,1.038350664767677,2,10.178218075969857,1,-1,0
31000000000,51368451806044560,107305,124,0,0,0,1.0000055466712476,1,10.042378351881707,1,-1,0
33000000000,28323814055030039,112425,31,0,0,0,0.9900788425726991,2,10.122203427618679,1,-1,0
14000000000,407929310043820940,21000,0,0,1,0,1.0294143628574672,4,10.005192779320454,1,-1,0
37000000000,53159605697192538,64508,123,0,0,0,0.9291012228109953,1,10.062365550698361,1,-1,0
23000000000,458660552910191140,21000,0,0,0,0,1.0037946537981282,1,10.27770347628359,1,-1,0
39000000000,63749434619069192,91799,35,0,1,0,1.000860973027128,4,10.032032847808578,1,-1,0
23000000000,185374727528815700,21000,0,0,0,0,1.0207321061191141,2,10.005126254650818,1,-1,0
32000000000,64121513094341600,107969,124,0,0,0,1.0239459249465026,1,10.087453715207364,1,-1,0
23000000000,40323753368797677,107533,81,0,1,0,0.9796015820288989,3,10.043865964557009,1,-1,0
10000000000,0,121000,0,0,0,0,1.0927208764469747,1,10.047752539912212,1,-1,0
10000000000,0,121000,0,0,1,0,0.945767930455548,1,10.0873368193977,1,-1,0
10000000000,0,121000,0,0,0,0,0.9761747753207551,1,10.097177452929484,1,-1,0
10000000000,0,121000,0,0,1,0,1.0429019438369524,1,10.057504768934889,1,-1,0
10000000000,0,121000,0,0,2,0,0.9682539892994131,1,10.070836080750983,1,-1,0
10000000000,0,121000,0,0,3,0,1.0055717202330687,3,10.499906598921266,1,-1,0
10000000000,0,121000,0,0,4,0,0.9733752531958837,4,10.315000198127107,1,-1,3
10000000000,0,121000,0,0,5,0,0.9804350633885007,6,10.122866541299935,1,-1,3
10000000000,0,121000,0,0,6,0,0.9352769933300149,6,10.017611628172475,1,-1,3
10000000000,0,121000,0,0,7,0,1.0380379872914476,6,10.044622473580379,1,-1,3
10000000000,0,121000,0,0,8,0,1.0391498286877694,11,10.214633568064876,1,-1,3
10000000000,0,121000,0,0,9,0,1.0389773181161097,10,10.055089428436904,1,-1,3
51000000000,5000000000000000000,121000,0,0,10,0,0.9785354240054888,11,10.310929633258796,1,-1,3
63000000000,5000000000000000000,121000,0,1,0,12000000000,1.2558093803568835,10,0.11700202481469282,1,0,4
19000000000,392430351404098770,21000,0,0,0,0,1.0997568656029133,1,10.197883005108865,1,-1,0
18000000000,120193867865286480,21000,0,0,0,0,1.0145085414195647,1,10.003601989674513,1,-1,0
19000000000,196860033523569400,21000,0,0,0,0,0.9421899525679913,1,10.0569450456024,1,-1,0
36000000000,45991112235135780,97397,97,0,1,0,0.957299393978651,2,10.120484602129945,1,-1,0
19000000000,1467734021240359000,21000,0,0,0,0,0.9549406395477187,1,10.199190354056482,1,-1,0
22000000000,1467734021240359000,21000,0,1,0,3000000000,1.2343672940087356,2,0.14406676821455153,1,0,2
10000000000,0,21000,0,0,0,0,1.0197152855828078,1,10.019026747326912,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.3819496042764736,4,1.7169752890531143,1,1,0
22000000000,257974789245663400,21000,0,0,0,0,1.0651464564590392,1,10.085522658942331,1,-1,0
22000000000,79064482866620531,100257,126,0,0,0,1.0283332608662634,1,10.011430952973846,1,-1,0
10000000000,0,21000,0,0,0,0,1.0087206295174271,2,10.062333529568374,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.6137946867048163,1,1.6200456970540151,1,1,0
25000000000,325389427775867430,21000,0,0,0,0,0.9885478514845697,1,10.059968551969884,1,-1,0
19000000000,47530285818741330,63453,94,0,0,0,1.0680968991816566,1,10.204631712140511,1,-1,0
10000000000,0,21000,0,0,0,0,0.8895224468078945,1,10.05511170551722,1,-1,0
23000000000,336134064798704450,21000,0,0,0,0,0.9633504735917031,1,10.087575523326953,1,-1,0
10000000000,0,21000,0,0,0,0,1.0395892546031054,2,10.023720499668245,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.6258652689336233,2,1.5718847318125668,1,1,0
36000000000,29120023650322225,86821,60,0,0,0,0.9391107963744465,1,10.025213130317445,1,-1,0
19000000000,18025965478841343,128974,63,0,0,0,0.9790958646816921,1,10.025513376001518,1,-1,0
21000000000,411343719065688900,21000,0,0,0,0,1.0083104843073063,1,10.032836871813661,1,-1,0
17000000000,479207465256331730,21000,0,0,0,0,0.9530298890998763,1,10.00452058264099,1,-1,0
20000000000,377634219676498800,21000,0,0,0,0,0.9868372646334304,1,10.017830121927963,1,-1,0
22000000000,2475367499207116000,21000,0,0,0,0,1.0791227634492444,2,10.055227390000738,1,-1,0
26000000000,2475367499207116000,21000,0,1,0,4000000000,1.1208727048865599,2,0.06404817749058778,1,0,2
36000000000,90615774240765376,75673,20,0,0,0,0.9879812199029285,1,10.014316017292034,1,-1,0
20000000000,21132842906560124,126395,110,0,0,0,1.0136494131989489,1,10.343989127908433,1,-1,0
22000000000,293579523229366400,21000,0,0,0,0,1.0232720852144526,1,10.055703949502488,1,-1,0
30000000000,20568484007033295,93085,61,0,0,0,0.9567629595376166,1,10.051706622189213,1,-1,0
31000000000,1681342252508566,130457,54,0,0,0,0.9910852073069675,2,10.03116137029438,1,-1,0
41000000000,1988052899509067800,21000,0,0,0,0,0.9855078517934995,2,10.071835660284375,1,-1,0
67000000000,1988052899509067800,21000,0,1,0,26000000000,1.6589552902390972,3,1.5906501061594653,1,0,1
18000000000,54764770709270973,117643,112,0,0,0,0.9411916702397565,1,10.054160364832088,1,-1,0
13000000000,172635756005619670,21000,0,0,0,0,1.0635707483018466,1,10.050055936337676,1,-1,0
22000000000,269841020470016240,21000,0,0,0,0,1.012902074564398,1,10.120539609553802,1,-1,0
33000000000,1028886071203560600,21000,0,0,0,0,1.053355487130509,2,10.299127623418297,1,-1,0
38000000000,1028886071203560600,21000,0,1,0,5000000000,1.1186247519935362,1,0.26022768621626957,1,0,2
34000000000,7344727379352034,57596,70,0,0,0,0.938990102116464,1,10.012626672083156,1,-1,0
21000000000,443137476073206750,21000,0,0,0,0,0.9522729289748207,1,10.105644017662447,1,-1,0
32000000000,95404522544548120,61288,59,0,0,0,1.0350335324254532,1,10.00070725642245,1,-1,0
27000000000,32117350644202923,86241,52,0,0,0,0.977960393075927,2,10.100264353672683,1,-1,0
10000000000,2458771599886383300,21000,0,0,0,0,0.9190083190762562,3,10.062428101642658,1,-1,0
12000000000,2458771599886383300,21000,0,1,0,2000000000,1.2108296814942179,2,0.11755293938668553,1,0,2
30000000000,10000000000000000,21000,0,0,0,0,0.9839606429551764,2,10.088679408654517,1,-1,0
28000000000,10000000000000000,21000,0,0,1,0,0.9852335178083189,2,10.13573391634922,1,-1,0
18000000000,10000000000000000,21000,0,0,2,0,0.9144891188534171,2,10.130732719525732,1,-1,0
16000000000,10000000000000000,21000,0,0,3,0,0.924550489323698,4,10.00454985705365,1,-1,0
10000000000,10000000000000000,21000,0,0,4,0,0.9726001062811378,7,10.1333680606869,1,-1,3
26000000000,10000000000000000,21000,0,0,5,0,0.9536233134635266,6,10.177087496072442,1,-1,3
11000000000,10000000000000000,21000,0,0,6,0,0.9715324770216837,9,10.007060770080328,1,-1,3
16000000000,10000000000000000,21000,0,0,7,0,1.0416256972610296,5,10.039000513278117,1,-1,3
28000000000,10000000000000000,21000,0,0,8,0,0.9467938070201646,10,10.157052530843403,1,-1,3
23000000000,10000000000000000,21000,0,0,9,0,0.9547145520505543,10,10.06794549794449,1,-1,3
25000000000,180091377418999900,21000,0,0,0,0,0.9736443408372635,1,10.118708641469535,1,-1,0
32000000000,41770144342062255,54599,19,0,1,0,0.9518326441997995,2,10.069778955492026,1,-1,0
28000000000,10000000000000000,21000,0,0,0,0,0.9892299715018487,1,10.382687564751741,1,-1,0
22000000000,10000000000000000,21000,0,0,1,0,1.0513823838511396,2,10.275189351876296,1,-1,0
15000000000,10000000000000000,21000,0,0,2,0,0.9856253656237459,3,10.033009594709975,1,-1,0
12000000000,10000000000000000,21000,0,0,3,0,1.0129107842955662,6,10.04875727816902,1,-1,0
10000000000,10000000000000000,21000,0,0,4,0,0.883943509273567,4,10.056448311036593,1,-1,3
12000000000,10000000000000000,21000,0,0,5,0,1.0040769167133166,5,10.011004294217486,1,-1,3
23000000000,10000000000000000,21000,0,0,6,0,1.0737907895069914,6,10.051764036962169,1,-1,3
24000000000,10000000000000000,21000,0,0,7,0,1.0049131164624951,9,10.149097875511783,1,-1,3
11000000000,10000000000000000,21000,0,0,8,0,1.006410186228409,9,10.187663968823408,1,-1,3
19000000000,10000000000000000,21000,0,0,9,0,1.0142773041246884,9,10.217272198664702,1,-1,3
13000000000,10000000000000000,21000,0,0,10,0,1.0784003819734445,12,10.00146660224428,1,-1,3
21000000000,362988796485794200,21000,0,0,0,0,1.0676889367500668,1,10.155497832011733,1,-1,0
20000000000,1856192635071063,119236,34,0,0,0,0.9489021788062222,2,10.069841640755593,1,-1,0
10000000000,0,21000,0,0,0,0,1.060131652028305,1,10.023087227211764,1,-1,0
