gas_price,value,gas_limit,data_size,nonce_conflict,nonce_gap,gas_differential,gas_volatility,submission_frequency,arrival_interval,balance_adequacy,recipient_similarity,is_rbf,attack_type
25000000000,49388007990967625,103129,98,0,0,0,1.0,1,10.0,1,-1,0,0
31000000000,51368451806044560,107305,124,0,0,0,1.0,1,10.0,1,-1,0,0
33000000000,28323814055030039,112425,31,0,0,0,1.0,1,10.0,1,-1,0,0
14000000000,407929310043820940,21000,0,0,1,0,1.0,2,10.0,1,-1,0,0
37000000000,53159605697192538,64508,123,0,0,0,1.0,1,10.0,1,-1,0,0
23000000000,458660552910191140,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
39000000000,63749434619069192,91799,35,0,1,0,1.0,2,10.0,1,-1,0,0
23000000000,185374727528815700,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
32000000000,64121513094341600,107969,124,0,0,0,1.0,1,10.0,1,-1,0,0
23000000000,40323753368797677,107533,81,0,1,0,1.0,2,10.0,1,-1,0,0
10000000000,0,121000,0,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,121000,0,0,1,0,1.0,2,10.0,1,-1,0,0
10000000000,0,121000,0,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,121000,0,0,1,0,1.0,2,10.0,1,-1,0,0
10000000000,0,121000,0,0,2,0,1.0,3,10.0,1,-1,0,0
10000000000,0,121000,0,0,3,0,1.0,4,10.0,1,-1,0,0
10000000000,0,121000,0,0,4,0,1.0,5,10.0,1,-1,0,3
10000000000,0,121000,0,0,5,0,1.0,6,10.0,1,-1,0,3
10000000000,0,121000,0,0,6,0,1.0,7,10.0,1,-1,0,3
10000000000,0,121000,0,0,7,0,1.0,8,10.0,1,-1,0,3
10000000000,0,121000,0,0,8,0,1.0,9,10.0,1,-1,0,3
10000000000,0,121000,0,0,9,0,1.0,10,10.0,1,-1,0,3
51000000000,5000000000000000000,121000,0,0,10,0,1.0,11,10.0,1,-1,0,3
63000000000,5000000000000000000,121000,0,1,0,12000000000,1.2352941176228374,12,0.05,1,0,0,4
19000000000,392430351404098770,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
18000000000,120193867865286480,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
19000000000,196860033523569400,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
36000000000,45991112235135780,97397,97,0,1,0,1.0,2,10.0,1,-1,0,0
19000000000,1467734021240359000,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
22000000000,1467734021240359000,21000,0,1,0,3000000000,1.1578947367811634,2,0.05,1,0,0,2
10000000000,0,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
15000000000,0,21000,0,1,0,5000000000,1.49999999985,2,1.5,1,1,1,0
22000000000,257974789245663400,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
22000000000,79064482866620531,100257,126,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
15000000000,0,21000,0,1,0,5000000000,1.49999999985,2,1.5,1,1,1,0
25000000000,325389427775867430,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
19000000000,47530285818741330,63453,94,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
23000000000,336134064798704450,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
15000000000,0,21000,0,1,0,5000000000,1.49999999985,2,1.5,1,1,1,0
36000000000,29120023650322225,86821,60,0,0,0,1.0,1,10.0,1,-1,0,0
19000000000,18025965478841343,128974,63,0,0,0,1.0,1,10.0,1,-1,0,0
21000000000,411343719065688900,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
17000000000,479207465256331730,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
20000000000,377634219676498800,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
22000000000,2475367499207116000,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
26000000000,2475367499207116000,21000,0,1,0,4000000000,1.1818181817644628,2,0.05,1,0,0,2
36000000000,90615774240765376,75673,20,0,0,0,1.0,1,10.0,1,-1,0,0
20000000000,21132842906560124,126395,110,0,0,0,1.0,1,10.0,1,-1,0,0
22000000000,293579523229366400,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
30000000000,20568484007033295,93085,61,0,0,0,1.0,1,10.0,1,-1,0,0
31000000000,1681342252508566,130457,54,0,0,0,1.0,1,10.0,1,-1,0,0
41000000000,1988052899509067800,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
67000000000,1988052899509067800,21000,0,1,0,26000000000,1.6341463414235573,2,1.5,1,0,0,1
18000000000,54764770709270973,117643,112,0,0,0,1.0,1,10.0,1,-1,0,0
13000000000,172635756005619670,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
22000000000,269841020470016240,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
33000000000,1028886071203560600,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
38000000000,1028886071203560600,21000,0,1,0,5000000000,1.151515151480257,2,0.05,1,0,0,2
34000000000,7344727379352034,57596,70,0,0,0,1.0,1,10.0,1,-1,0,0
21000000000,443137476073206750,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
32000000000,95404522544548120,61288,59,0,0,0,1.0,1,10.0,1,-1,0,0
27000000000,32117350644202923,86241,52,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,2458771599886383300,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
12000000000,2458771599886383300,21000,0,1,0,2000000000,1.19999999988,2,0.05,1,0,0,2
30000000000,10000000000000000,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
28000000000,10000000000000000,21000,0,0,1,0,1.0,2,10.0,1,-1,0,0
18000000000,10000000000000000,21000,0,0,2,0,1.0,3,10.0,1,-1,0,0
16000000000,10000000000000000,21000,0,0,3,0,1.0,4,10.0,1,-1,0,0
10000000000,10000000000000000,21000,0,0,4,0,1.0,5,10.0,1,-1,0,3
26000000000,10000000000000000,21000,0,0,5,0,1.0,6,10.0,1,-1,0,3
11000000000,10000000000000000,21000,0,0,6,0,1.0,7,10.0,1,-1,0,3
16000000000,10000000000000000,21000,0,0,7,0,1.0,8,10.0,1,-1,0,3
28000000000,10000000000000000,21000,0,0,8,0,1.0,9,10.0,1,-1,0,3
23000000000,10000000000000000,21000,0,0,9,0,1.0,10,10.0,1,-1,0,3
25000000000,180091377418999900,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
32000000000,41770144342062255,54599,19,0,1,0,1.0,2,10.0,1,-1,0,0
28000000000,10000000000000000,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
22000000000,10000000000000000,21000,0,0,1,0,1.0,2,10.0,1,-1,0,0
15000000000,10000000000000000,21000,0,0,2,0,1.0,3,10.0,1,-1,0,0
12000000000,10000000000000000,21000,0,0,3,0,1.0,4,10.0,1,-1,0,0
10000000000,10000000000000000,21000,0,0,4,0,1.0,5,10.0,1,-1,0,3
12000000000,10000000000000000,21000,0,0,5,0,1.0,6,10.0,1,-1,0,3
23000000000,10000000000000000,21000,0,0,6,0,1.0,7,10.0,1,-1,0,3
24000000000,10000000000000000,21000,0,0,7,0,1.0,8,10.0,1,-1,0,3
11000000000,10000000000000000,21000,0,0,8,0,1.0,9,10.0,1,-1,0,3
19000000000,10000000000000000,21000,0,0,9,0,1.0,10,10.0,1,-1,0,3
13000000000,10000000000000000,21000,0,0,10,0,1.0,11,10.0,1,-1,0,3
21000000000,362988796485794200,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
20000000000,1856192635071063,119236,34,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
15000000000,0,21000,0,1,0,5000000000,1.49999999985,2,1.5,1,1,1,0
10000000000,0,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
15000000000,0,21000,0,1,0,5000000000,1.49999999985,2,1.5,1,1,1,0
19000000000,258791861030607800,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
17000000000,27403567595153277,88789,12,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
15000000000,0,21000,0,1,0,5000000000,1.49999999985,2,1.5,1,1,1,0
15000000000,121450293855365040,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
13000000000,487105013592881500,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
52000000000,1361172626481060900,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
60000000000,1361172626481060900,21000,0,1,0,8000000000,1.1538461538239646,2,0.05,1,0,0,2
14000000000,237004850225867540,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
15000000000,159021773833013500,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
38000000000,33906431869349384,113973,53,0,0,0,1.0,1,10.0,1,-1,0,0
53000000000,1509126653346610000,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
82000000000,1509126653346610000,21000,0,1,0,29000000000,1.5471698112915628,2,1.5,1,0,0,1
10000000000,0,121000,0,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,121000,0,0,1,0,1.0,2,10.0,1,-1,0,0
10000000000,0,121000,0,0,2,0,1.0,3,10.0,1,-1,0,0
10000000000,0,121000,0,0,3,0,1.0,4,10.0,1,-1,0,0
10000000000,0,121000,0,0,4,0,1.0,5,10.0,1,-1,0,3
10000000000,0,121000,0,0,5,0,1.0,6,10.0,1,-1,0,3
10000000000,0,121000,0,0,6,0,1.0,7,10.0,1,-1,0,3
10000000000,0,121000,0,0,7,0,1.0,8,10.0,1,-1,0,3
10000000000,0,121000,0,0,8,0,1.0,9,10.0,1,-1,0,3
10000000000,0,121000,0,0,9,0,1.0,10,10.0,1,-1,0,3
10000000000,0,121000,0,0,10,0,1.0,11,10.0,1,-1,0,3
10000000000,0,121000,0,0,11,0,1.0,12,10.0,1,-1,0,3
53000000000,5000000000000000000,121000,0,0,12,0,1.0,13,10.0,1,-1,0,3
66000000000,5000000000000000000,121000,0,1,0,13000000000,1.2452830188444286,14,0.05,1,0,0,4
18000000000,237426186237638610,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
40000000000,79831136801168934,136227,50,0,0,0,1.0,1,10.0,1,-1,0,0
22000000000,2480175612178492400,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
25000000000,2480175612178492400,21000,0,1,0,3000000000,1.1363636363119836,2,0.05,1,0,0,2
10000000000,0,121000,0,0,0,0,1.0,1,10.0,1,-1,0,0
10000000000,0,121000,0,0,1,0,1.0,2,10.0,1,-1,0,0
10000000000,0,21000,0,0,-1,0,1.0,1,10.0,1,-1,0,0
22000000000,205958838921111470,21000,0,0,0,0,1.0,1,10.0,1,-1,0,0
